timestamp,status,latitude,longitude,altitude,velocity
0.0,AVAILABLE,26.55016557489611,70.55020528926065,3002.0666359301326,250.08759105400833
0.1,AVAILABLE,26.550262230116306,70.55036429470994,2996.627875529647,250.03404789598915
0.2,AVAILABLE,26.55043493314995,70.55059612572012,2995.92020740184,250.14055526695373
0.30000000000000004,AVAILABLE,26.55052575793234,70.55078160817612,2998.2902007529997,250.025060406167
0.4,AVAILABLE,26.550712961596258,70.55095928655423,2999.043158726072,250.03155254947123
0.5,AVAILABLE,26.55081093239848,70.55118528815014,3000.5650481282137,249.86646203696932
0.6,AVAILABLE,26.550947060694117,70.55138387590378,2999.320050599271,250.02212318258725
0.7,AVAILABLE,26.55114892684344,70.55160081061995,3001.3351754823198,249.92898375083266
0.7999999999999999,AVAILABLE,26.55126456145969,70.5517649825311,3004.708374740076,250.1186741835697
0.8999999999999999,AVAILABLE,26.55135047536976,70.55195494695599,2999.4264554293522,249.95986280003933
0.9999999999999999,AVAILABLE,26.551502488879052,70.55215178819503,3002.166423161015,249.94677622766244
1.0999999999999999,AVAILABLE,26.551636323692918,70.55236862663901,3002.908624618572,250.16829965484817
1.2,AVAILABLE,26.551803546057485,70.55256580192945,2997.5869488194976,249.9479502961583
1.3,AVAILABLE,26.551950658921136,70.55279515338479,3003.7305104533884,249.97560974247557
1.4000000000000001,AVAILABLE,26.5520956285846,70.55298317409569,3001.3610641233254,249.75491737582124
1.5000000000000002,AVAILABLE,26.552217242969842,70.55316000101371,3003.9819417158633,249.9716896727987
1.6000000000000003,AVAILABLE,26.552365127729615,70.5533688138655,3003.800389538945,250.07624327617896
1.7000000000000004,AVAILABLE,26.552514150682292,70.55359145706583,3002.8770066522247,250.0782663821849
1.8000000000000005,AVAILABLE,26.552629631002265,70.55376123690334,3006.4871346406744,250.00342339049203
1.9000000000000006,AVAILABLE,26.552782116994113,70.5539556264042,2999.127415818508,249.70052279250444
2.0000000000000004,AVAILABLE,26.5529423550264,70.5541312667042,2997.504824773152,250.13545563704398
2.1000000000000005,AVAILABLE,26.55300796391526,70.5543534277557,2998.3185504582393,249.81567363717934
2.2000000000000006,AVAILABLE,26.55319995599805,70.55453523616107,2999.6895444154425,249.9570566914594
2.3000000000000007,AVAILABLE,26.553339031141157,70.55479397999144,2996.2337769229534,250.0857097316561
2.400000000000001,AVAILABLE,26.553453775657648,70.55493932133282,2994.329067229176,249.88607454248276
2.500000000000001,AVAILABLE,26.55359707802292,70.55516071771355,3000.736879087669,250.05755736609152
2.600000000000001,AVAILABLE,26.553756606759677,70.55531439232102,3004.3575379842946,249.9675306285951
2.700000000000001,AVAILABLE,26.553894416669667,70.55553641178152,3000.7985519335853,250.06458892692496
2.800000000000001,AVAILABLE,26.55398031106063,70.5557784010449,3000.5224721307713,250.10935357239106
2.9000000000000012,AVAILABLE,26.554163309260257,70.55593755506733,2996.0349735725317,249.96086905928817
