timestamp,status,latitude,longitude,mag_x,mag_y,mag_z
0.0,VALID,30.050114538923445,78.05016021409767,30048.55909670422,1048.2709639966847,40048.88684138432
0.1,VALID,30.05022907765239,78.05032042856622,30057.019837250988,1048.724117162171,40035.026465856594
0.2,VALID,30.050343616186833,78.05048064340565,30053.323183440676,1047.3266252150283,40047.83041315855
0.30000000000000004,VALID,30.050458154526773,78.05064085861595,30051.15884786701,1052.3229773690673,40061.63558686599
0.4,VALID,30.05057269267221,78.05080107419714,30056.566365067985,1051.1050717744383,40042.616783976555
0.5,VALID,30.050687230623137,78.05096129014922,30039.85337632512,1052.463421952112,40063.11080827204
0.6,VALID,30.050801768379554,78.05112150647217,30050.416568639033,1048.9367670622921,40055.31776220401
0.7,VALID,30.05091630594146,78.05128172316603,30035.464547019914,1046.8772268285545,40054.90362532593
0.7999999999999999,VALID,30.051030843308855,78.05144194023077,30058.734043853794,1047.5937032734487,40053.76599858688
0.8999999999999999,VALID,30.05114538048173,78.05160215766641,30052.482134493283,1057.8232680870365,40038.867777857515
0.9999999999999999,VALID,30.051259917460094,78.05176237547295,30055.682506875855,1034.8547960827486,40023.80054577781
1.0999999999999999,VALID,30.051374454243934,78.05192259365039,30043.931092718005,1040.84189953654,40058.76012243056
1.2,VALID,30.051488990833253,78.05208281219873,30056.64265899613,1037.8092525870431,40058.47361423348
1.3,VALID,30.05160352722805,78.05224303111798,30039.977971757577,1049.1375615366371,40047.061002220435
1.4000000000000001,VALID,30.051718063428318,78.05240325040813,30051.14419857461,1058.1863631154376,40056.384137907924
1.5000000000000002,VALID,30.05183259943406,78.0525634700692,30053.498851018692,1056.499480978063,40054.7849203765
1.6000000000000003,VALID,30.05194713524527,78.05272369010117,30043.730145347803,1042.8262890618341,40045.30031725864
1.7000000000000004,VALID,30.05206167086195,78.05288391050406,30054.993264004766,1047.4988442900262,40073.3575422248
1.8000000000000005,VALID,30.05217620628409,78.05304413127789,30041.807074578133,1039.0112540009784,40057.6847351547
1.9000000000000006,VALID,30.052290741511698,78.05320435242263,30064.218499813436,1055.0569269083926,40058.358173459674
2.0000000000000004,VALID,30.052405276544768,78.05336457393828,30064.263449774422,1049.059725239837,40035.77041066861
2.1000000000000005,VALID,30.052519811383295,78.05352479582487,30044.679234516814,1059.5289575731658,40035.56321593922
2.2000000000000006,VALID,30.05263434602728,78.05368501808239,30050.335313207874,1052.5323735934205,40046.84407835186
2.3000000000000007,VALID,30.052748880476717,78.05384524071084,30057.23631986368,1055.8077974152657,40073.214085169006
2.400000000000001,VALID,30.052863414731608,78.05400546371023,30056.19967767773,1043.9059654135694,40044.38202407666
2.500000000000001,VALID,30.05297794879195,78.05416568708056,30041.68418898758,1059.5227355981583,40044.33167165186
2.600000000000001,VALID,30.05309248265774,78.05432591082182,30049.297392262994,1057.4930261928967,40042.76537009348
2.700000000000001,VALID,30.053207016328976,78.05448613493402,30047.063420363822,1031.5871373439609,40039.17521380961
2.800000000000001,VALID,30.053321549805656,78.05464635941718,30044.32263587808,1054.1576098851667,40061.934932724434
2.9000000000000012,VALID,30.053436083087778,78.05480658427128,30049.81533186836,1052.613642791998,40051.67969368547
3.0000000000000013,VALID,30.05355061617534,78.05496680949634,30060.847411134535,1058.933551987382,40052.736933154076
3.1000000000000014,VALID,30.05366514906834,78.05512703509234,30039.890556965547,1059.0338531434459,40053.810471279554
3.2000000000000015,VALID,30.053779681766777,78.0552872610593,30062.269415497143,1049.700934073188,40069.53100924484
3.3000000000000016,VALID,30.053894214270645,78.05544748739723,30046.41123659678,1065.9306041426305,40051.15118972607
3.4000000000000017,VALID,30.054008746579946,78.05560771410612,30044.837309907543,1038.715521272076,40048.48969448461
3.5000000000000018,VALID,30.054123278694675,78.05576794118598,30064.23321026167,1058.1637449661473,40056.88883864266
3.600000000000002,VALID,30.05423781061483,78.0559281686368,30026.241274269087,1057.1096420457004,40055.5585241092
3.700000000000002,VALID,30.054352342340408,78.05608839645859,30044.500737155948,1043.726156338196,40049.976895481865
3.800000000000002,VALID,30.05446687387141,78.05624862465136,30067.248762631487,1039.4489930057769,40045.72194965264
3.900000000000002,VALID,30.05458140520783,78.0564088532151,30063.617847503505,1045.5384920057224,40046.35748524139
4.000000000000002,VALID,30.05469593634967,78.05656908214982,30050.977763472885,1037.587106233643,40052.1994543015
4.100000000000001,VALID,30.054810467296925,78.05672931145553,30037.903824030265,1058.8519831035815,40050.03180822758
4.200000000000001,VALID,30.054924998049593,78.05688954113222,30072.83431466848,1052.8084051353103,40063.65689490433
4.300000000000001,VALID,30.055039528607672,78.0570497711799,30036.967360282826,1048.7786065647813,40053.23145654014
